course_id,institution_id,institution_name,ccihe_id,term,year,instructor,course_name,course_number,math,level
147,92,Chicago State University,144005,Fall,2015,"Sabella, Mel",Physics 1 calc,PHYS 2110,calculus,1
665,92,Chicago State University,144005,Fall,2017,"Sabella, Mel",Physics 1 calc,PHYS 2110,calculus,1
1033,92,Chicago State University,144005,Fall,2018,"Sabella, Mel",Physics 1 calc,PHYS 2110,calculus,1
192,92,Chicago State University,144005,Spring,2016,"Sabella, Mel",Physics 1 calc,PHYS 2110,calculus,1
892,92,Chicago State University,144005,Spring,2018,"Pittman, Lionel",Physics 2 alg,PHYS 1520,algebra,2
1602,92,Chicago State University,144005,Fall,2019,"Sabella, Mel",Physics 2 alg,PHYS 1520,algebra,2
146,92,Chicago State University,144005,Fall,2015,"Sabella, Mel",Physics 2 alg,PHYS 1520,algebra,2
668,92,Chicago State University,144005,Fall,2017,"Sabella, Mel",Physics 2 alg,PHYS 1520,algebra,2
1067,92,Chicago State University,144005,Fall,2018,"Sabella, Mel",Physics 2 alg,PHYS 1520,algebra,2
364,92,Chicago State University,144005,Fall,2016,"Sabella, Mel",Physics 2 alg,PHYS 1520,algebra,2
196,92,Chicago State University,144005,Spring,2016,"Sabella, Mel",Physics 2 alg,PHYS 1520,algebra,2
195,92,Chicago State University,144005,Spring,2016,"Sabella, Mel",Physics 2 alg,PHYS 1520,algebra,2
506,92,Chicago State University,144005,Spring,2017,"Sabella, Mel",Physics 2 alg,PHYS 1520,algebra,2
1255,92,Chicago State University,144005,Spring,2019,"Sabella, Mel",Physics 2 alg,PHYS 1520,algebra,2
894,92,Chicago State University,144005,Spring,2018,"Pittman, Lionel",Physics 2 calc,PHYS 2220,calculus,2
1787,92,Chicago State University,144005,Spring,2020,"Sabella, Mel",Physics 2 calc,PHYS 2220,calculus,2
1601,92,Chicago State University,144005,Fall,2019,"Sabella, Mel",Physics 2 calc,PHYS 2220,calculus,2
148,92,Chicago State University,144005,Fall,2015,"Sabella, Mel",Physics 2 calc,PHYS 2220,calculus,2
667,92,Chicago State University,144005,Fall,2017,"Sabella, Mel",Physics 2 calc,PHYS 2220,calculus,2
1032,92,Chicago State University,144005,Fall,2018,"Sabella, Mel",Physics 2 calc,PHYS 2220,calculus,2
365,92,Chicago State University,144005,Fall,2016,"Sabella, Mel",Physics 2 calc,PHYS 2220,calculus,2
193,92,Chicago State University,144005,Spring,2016,"Sabella, Mel",Physics 2 calc,PHYS 2220,calculus,2
1254,92,Chicago State University,144005,Spring,2019,"Sabella, Mel",Physics 2 calc,PHYS 2220,calculus,2
909,92,Chicago State University,144005,Spring,2018,"Pittman, Lionel",Physics III with Calc,PhyS 2330,calculus,3
213,122,City Colleges of Chicago - Harold Washington College,NA,Spring,2016,"Millan, Jaime",Engineering Physics II,PHYS 236,calculus,2
215,122,City Colleges of Chicago - Harold Washington College,NA,Spring,2016,"Millan, Jaime",General Physics II,PHYS 222,algebra,2
155,122,City Colleges of Chicago - Harold Washington College,NA,Fall,2015,"Millan, Jaime",IPhysics I,PHYS 235,calculus,1
854,122,City Colleges of Chicago - Harold Washington College,NA,Spring,2018,"Escuadro, Anthony","Mechanics, Heat and Waves",PHYS 221,algebra,1
141,122,City Colleges of Chicago - Harold Washington College,NA,Fall,2015,"Millan, Jaime","Mechanics, Heat and Waves",PHYS 221,algebra,1
1251,443,Claremont McKenna College,112260,Spring,2019,"Wells, James",IRB SAMPLE,PHYS 34,test,test
1402,443,Claremont McKenna College,112260,Spring,2019,"Wells, James",Principles of Physics,PHYS 34L,calculus,2
1403,443,Claremont McKenna College,112260,Spring,2019,"Wells, James",Principles of Physics,PHYS 34L,calculus,2
1404,443,Claremont McKenna College,112260,Spring,2019,"Wells, James",Principles of Physics,PHYS 34L,calculus,2
1007,200,Colorado School of Mines,126775,Fall,2018,"Callan, Kristine",Intermediate Mechanics,PHGN 350,other,upper
628,457,Colorado State University-Fort Collins,126818,Spring,2018,"Gelfand, Martin",Physics for Educators: Mechanics,NSCI 619,other,ed
1550,525,DSST: Byers Highschool,NA,Fall,2019,"Brown, Aaron",PEER-HS,PEER 1863,other,hs
830,235,East Carolina University,198464,Spring,2018,"Wolf, Steven",University Physics 2,PHYS 2360,calculus,2
1263,235,East Carolina University,198464,Spring,2019,"Wolf, Steven",University Physics 2,PHYS 2360,calculus,2
1264,235,East Carolina University,198464,Spring,2019,"Wolf, Steven",University Physics 2,PHYS 2360,calculus,2
145,235,East Carolina University,198464,Fall,2015,"Wolf, Steven",University Physics I,PHYS 2350,calculus,1
679,235,East Carolina University,198464,Fall,2017,"Wolf, Steven",University Physics I,PHYS 2350,calculus,1
1262,235,East Carolina University,198464,Spring,2019,"Wolf, Steven",University Physics I,PHYS 2350,calculus,1
1998,497,Embry-Riddle Aeronautical University-Daytona Beach,133553,Summer,2020,"Pearson, Richard",Engineering Physics I,PS 150,calculus,1
1991,497,Embry-Riddle Aeronautical University-Daytona Beach,133553,Summer,2020,"Pearson, Richard",Physics I for Engineers,Phys 150,calculus,1
1776,25,George Mason University,232186,Spring,2020,"Dreyfus, Benjamin",College Physics I,PHYS 243,algebra,1
648,25,George Mason University,232186,Fall,2017,"Dreyfus, Benjamin",College Physics I,PHYS 243,algebra,1
1522,25,George Mason University,232186,Fall,2019,"Dreyfus, Benjamin",College Physics II,PHYS 245,algebra,2
1108,25,George Mason University,232186,Fall,2018,"Dreyfus, Benjamin",College Physics II,PHYS 245,algebra,2
839,25,George Mason University,232186,Spring,2018,"Dreyfus, Benjamin",College Physics II,PHYS 245,algebra,2
1340,25,George Mason University,232186,Spring,2019,"Dreyfus, Benjamin",College Physics II,PHYS 245,algebra,2
1064,417,Kansas Wesleyan University,155414,Fall,2018,"Bell, Michael",Fundamentals of Physics I,PHYS 201,calculus,1
641,458,Metro State Univ of Denver/Community College of Denver,NA,Fall,2017,"Avery, Azure",General Physics I,PHY 2311,calculus,1
333,458,Metro State Univ of Denver/Community College of Denver,NA,Fall,2016,"Avery, Azure",General Physics I,PHY 2311,calculus,1
511,458,Metro State Univ of Denver/Community College of Denver,NA,Spring,2017,"Loats, Jeff",General Physics I,PHY 2311,calculus,1
631,458,Metro State Univ of Denver/Community College of Denver,NA,Summer,2017,"Loats, Jeff",General Physics I,PHY 2311,calculus,1
673,458,Metro State Univ of Denver/Community College of Denver,NA,Fall,2017,"Loats, Jeff",General Physics II,PHY 2331,calculus,2
329,458,Metro State Univ of Denver/Community College of Denver,NA,Fall,2016,"Loats, Jeff",General Physics II,PHY 2331,calculus,2
1573,32,Michigan State University,171100,Fall,2019,"Mohan, Kirtimaan",Physics 1,LB 273,calculus,1
1574,32,Michigan State University,171100,Fall,2019,"Mohan, Kirtimaan",Physics 1,LB 273,calculus,1
1747,32,Michigan State University,171100,Spring,2020,"Hinko, Katie",Physics 2,LB 274,calculus,2
1746,32,Michigan State University,171100,Spring,2020,"Mohan, Kirtimaan",Physics 2,LB 274,calculus,2
1744,32,Michigan State University,171100,Spring,2020,"Sawtelle, Vashti",Physics 2,LB 274,calculus,2
1745,32,Michigan State University,171100,Spring,2020,"Sawtelle, Vashti",Physics 2,LB 274,calculus,2
1330,118,Montgomery College,163426,Spring,2019,"Lui, Kristine",General Physics 1,phys 161,algebra,1
1060,33,North Dakota State University,NA,Fall,2018,"Buncher, John",College Phyiscs 1,PHYS 212,algebra,1
1267,33,North Dakota State University,NA,Spring,2019,"Buncher, John",College Phyiscs 1,PHYS 212,algebra,1
1013,33,North Dakota State University,NA,Fall,2018,"Buncher, John",College Physics 1,PHYS 211,algebra,1
979,33,North Dakota State University,NA,Spring,2018,"Christensen, Warren",College Physics I,2755 211,algebra,1
1269,33,North Dakota State University,NA,Spring,2019,"Buncher, John",TEST,TEST 1,test,test
1268,33,North Dakota State University,NA,Spring,2019,"Buncher, John",University Physics,Phys 251,calculus,1
1065,33,North Dakota State University,NA,Fall,2018,"Christensen, Warren",University Physics,Phys 251,calculus,1
1069,33,North Dakota State University,NA,Fall,2018,"Buncher, John",University Physics II,Phys 252,calculus,2
1324,33,North Dakota State University,NA,Spring,2019,"Buncher, John",University Physics II,Phys 252,calculus,2
1279,450,North Dakota State University-Main Campus,200332,Spring,2019,"Santangelo, Brianna",College Physics I,Phy 211,algebra,1
1186,34,Northern Illinois University,147703,Fall,2018,"Eads, Michael","Acoustics, Music, and Hearing",PHYS 180,other,sound
621,34,Northern Illinois University,147703,Spring,2017,"Eads, Michael",Analytical Mechanics II,PHYS 400,other,upper
620,34,Northern Illinois University,147703,Spring,2017,"Eads, Michael",Electricity and Magnetism I,PHYS 370,other,upper
1185,34,Northern Illinois University,147703,Fall,2018,"Eads, Michael",Elementary Astronomy,PHYS 162,other,astronomy
1190,34,Northern Illinois University,147703,Fall,2018,"Eads, Michael",Fundamental of Physics II: Electromagnetism,PHYS 273,calculus,2
1189,34,Northern Illinois University,147703,Fall,2018,"Eads, Michael",Fundamentals of Physics I: Mechanics,PHYS 253,calculus,1
1188,34,Northern Illinois University,147703,Fall,2018,"Eads, Michael",General Physics I,PHYS 210,algebra,1
1192,34,Northern Illinois University,147703,Fall,2018,"Eads, Michael",General Physics II,PHYS 211,algebra,2
1184,34,Northern Illinois University,147703,Fall,2018,"Eads, Michael",Physics,PHYS 150,other,ed
619,34,Northern Illinois University,147703,Spring,2017,"Eads, Michael",Senior Seminar,PHYS 498,other,upper
992,34,Northern Illinois University,147703,Summer,2018,"Eads, Michael",Summer REU Program,PHYS 489,other,upper
1484,34,Northern Illinois University,147703,Summer,2019,"Dwyer, Matthew",Summer REU/RET,PHYS 101,other,upper
1209,367,queensborough community college,NA,Fall,2018,"Lieberman, David",Advanced General Physics 1,PHY 1300,algebra,1
778,367,queensborough community college,NA,Fall,2017,"Lieberman, David",Calculus physics 1,PHY 130,calculus,1
903,367,queensborough community college,NA,Spring,2018,"Lieberman, David",Calculus physics 1,PHYD 221,calculus,1
913,367,queensborough community college,NA,Spring,2018,"Lieberman, David",Calculus physics 1,PH 411,calculus,1
914,367,queensborough community college,NA,Spring,2018,"Lieberman, David",Calculus physics 1,PH 411,calculus,1
915,367,queensborough community college,NA,Spring,2018,"Lieberman, David",Calculus physics 1,PH 411,calculus,1
776,367,queensborough community college,NA,Fall,2017,"Lieberman, David",College Physics 1,PH 301,algebra,1
898,367,queensborough community college,NA,Spring,2018,"Lieberman, David",Engineering Physics 1,PHY 122,calculus,1
899,367,queensborough community college,NA,Spring,2018,"Lieberman, David",Engineering Physics 1,PHY 122,calculus,1
897,367,queensborough community college,NA,Spring,2018,"Lieberman, David",Engineering Physics 1,PHYSC 121,calculus,1
900,367,queensborough community college,NA,Spring,2018,"Lieberman, David",General Physics 1,PHY 103,algebra,1
315,292,Randolph College,233301,Summer,2016,"Sojka, Sarah",Introductory Physics II,PHYS 106,algebra,1
639,292,Randolph College,233301,Summer,2017,"Sojka, Sarah",Introductory Physics II,PHYS 106,algebra,1
403,41,Rochester Institute of Technology,195003,Fall,2016,"Lusignan, Charles",College Physics,PHYS 112,algebra,2
404,41,Rochester Institute of Technology,195003,Fall,2016,"Lusignan, Charles",College Physics,PHYS 112,algebra,2
405,41,Rochester Institute of Technology,195003,Fall,2016,"Lusignan, Charles",College Physics,PHYS 112,algebra,2
1278,41,Rochester Institute of Technology,195003,Spring,2019,"Szalapski, Robert",College Physics,PHYS 112,algebra,2
299,41,Rochester Institute of Technology,195003,Spring,2016,"Lusignan, Charles",College Physics 2,PHYS- 0,algebra,2
581,41,Rochester Institute of Technology,195003,Spring,2017,"Lusignan, Charles",College Physics 2,PHYS- 0,algebra,2
139,41,Rochester Institute of Technology,195003,Fall,2015,"Connelly, Jennifer",College Physics I,PHYS 111,algebra,1
356,41,Rochester Institute of Technology,195003,Fall,2016,"Connelly, Jennifer",College Physics I,PHYS 111,algebra,1
357,41,Rochester Institute of Technology,195003,Fall,2016,"Connelly, Jennifer",College Physics I,PHYS 111,algebra,1
163,41,Rochester Institute of Technology,195003,Fall,2015,"Lusignan, Charles",College Physics I,PHYS- 0,algebra,1
164,41,Rochester Institute of Technology,195003,Fall,2015,"Lusignan, Charles",College Physics I,PHYS- 0,algebra,1
977,41,Rochester Institute of Technology,195003,Spring,2018,"McLane, Louis",Test,PHYS 0,test,test
1282,41,Rochester Institute of Technology,195003,Spring,2019,"Driscoll, Kristina",University Physics,PHYS 217,calculus,2
10,41,Rochester Institute of Technology,195003,Fall,2015,"Chabot, Michelle",University Physics 1,PHYS 211,calculus,1
11,41,Rochester Institute of Technology,195003,Fall,2015,"Chabot, Michelle",University Physics 1,PHY 211,calculus,1
361,41,Rochester Institute of Technology,195003,Fall,2016,"Chabot, Michelle",University Physics 1,PHYS 211,calculus,1
277,41,Rochester Institute of Technology,195003,Spring,2016,"Chabot, Michelle",University Physics 1,PHYS 211,calculus,1
278,41,Rochester Institute of Technology,195003,Spring,2016,"Chabot, Michelle",University Physics 1,PHYS 211,calculus,1
312,41,Rochester Institute of Technology,195003,Summer,2016,"Lusignan, Charles",University Physics 1,211A 211,calculus,1
1257,41,Rochester Institute of Technology,195003,Spring,2019,"McLane, Louis",University Physics 1,PHYS 211,calculus,1
1258,41,Rochester Institute of Technology,195003,Spring,2019,"McLane, Louis",University Physics 1,PHYS 211,calculus,1
1130,41,Rochester Institute of Technology,195003,Fall,2018,"Szalapski, Robert",University Physics 1,PHYS 211,calculus,1
855,41,Rochester Institute of Technology,195003,Spring,2018,"Szalapski, Robert",University Physics 1,PHYS 211,calculus,1
510,41,Rochester Institute of Technology,195003,Spring,2017,"Szalapski, Robert",University Physics 1,PHYS- 0,calculus,1
375,41,Rochester Institute of Technology,195003,Fall,2016,"Zwickl, Benjamin",University Physics 1,PHYS 211,calculus,1
358,41,Rochester Institute of Technology,195003,Fall,2016,"Driscoll, Kristina",University Physics II,1017- 1017,calculus,2
1119,41,Rochester Institute of Technology,195003,Fall,2018,"McGowan, Aaron",University Physics II,PHYS2 0,calculus,2
1120,41,Rochester Institute of Technology,195003,Fall,2018,"McGowan, Aaron",University Physics II,PHYS2 0,calculus,2
1319,41,Rochester Institute of Technology,195003,Spring,2019,"Lusignan, Charles",University Physics II (2155),PHYS 212,calculus,2
687,41,Rochester Institute of Technology,195003,Fall,2017,"McGowan, Aaron",University Physics II (2155),PHYS 212,calculus,2
686,41,Rochester Institute of Technology,195003,Fall,2017,"McGowan, Aaron",University Physics II (2155),PHYS 212,calculus,2
690,41,Rochester Institute of Technology,195003,Spring,2015,"McGowan, Aaron",University Physics II (2155),PHYS 212,calculus,2
857,41,Rochester Institute of Technology,195003,Spring,2018,"McGowan, Aaron",University Physics II (2155),PHYS 212,calculus,2
269,41,Rochester Institute of Technology,195003,Spring,2016,"McGowan, Aaron",University Physics II (2155),PHYS 212,calculus,2
270,41,Rochester Institute of Technology,195003,Spring,2016,"McGowan, Aaron",University Physics II (2155),PHYS 212,calculus,2
563,41,Rochester Institute of Technology,195003,Spring,2017,"McGowan, Aaron",University Physics II (2155),PHYS 212,calculus,2
564,41,Rochester Institute of Technology,195003,Spring,2017,"McGowan, Aaron",University Physics II (2155),PHYS 212,calculus,2
868,41,Rochester Institute of Technology,195003,Spring,2018,"McLane, Louis",University Physics II (2155),PHYS 212,calculus,2
869,41,Rochester Institute of Technology,195003,Spring,2018,"McLane, Louis",University Physics II (2155),PHYS 212,calculus,2
685,41,Rochester Institute of Technology,195003,Fall,2017,"Szalapski, Robert",University Physics II (2155),PHYS 212,calculus,2
1128,41,Rochester Institute of Technology,195003,Fall,2018,"Szalapski, Robert",University Physics II (2155),PHYS 212,calculus,2
694,128,Roosevelt University,148487,Spring,2015,"Barker, Brent",Intro Physics II,Phys 202,algebra,2
16,213,Rowan University,184782,Fall,2015,"Smith, Trevor",Do not use these data,Test 0,test,test
539,213,Rowan University,184782,Spring,2017,"Insler, Jonathan",FACULTY TEST INTRO MECH,FAC 220,test,test
242,213,Rowan University,184782,Spring,2016,"Brasoveanu, Theodore",Introductory E&M,PHYS 222,calculus,2
250,213,Rowan University,184782,Spring,2016,"Caguiat, Daniel",Introductory E&M,PHYS 222,calculus,2
538,213,Rowan University,184782,Spring,2017,"Caguiat, Daniel",Introductory E&M,PHYS 222,calculus,2
1390,213,Rowan University,184782,Spring,2019,"Gautam, Richa",Introductory E&M,PHYS 222,calculus,2
1389,213,Rowan University,184782,Spring,2019,"Gautam, Richa",Introductory E&M,PHYS 222,calculus,2
1376,213,Rowan University,184782,Spring,2019,"Guess, Carol",Introductory E&M,PHYS 222,calculus,2
1377,213,Rowan University,184782,Spring,2019,"Guess, Carol",Introductory E&M,PHYS 222,calculus,2
1378,213,Rowan University,184782,Spring,2019,"Guess, Carol",Introductory E&M,PHYS 222,calculus,2
1379,213,Rowan University,184782,Spring,2019,"Guess, Carol",Introductory E&M,PHYS 222,calculus,2
1380,213,Rowan University,184782,Spring,2019,"Guess, Carol",Introductory E&M,PHYS 222,calculus,2
1381,213,Rowan University,184782,Spring,2019,"Guess, Carol",Introductory E&M,PHYS 222,calculus,2
1382,213,Rowan University,184782,Spring,2019,"Guess, Carol",Introductory E&M,PHYS 222,calculus,2
737,213,Rowan University,184782,Fall,2017,"Haldolaarachchige, Neel",Introductory E&M,PHYS 222,calculus,2
738,213,Rowan University,184782,Fall,2017,"Haldolaarachchige, Neel",Introductory E&M,PHYS 222,calculus,2
444,213,Rowan University,184782,Fall,2016,"Haldolaarachchige, Neel",Introductory E&M,PHYS 222,calculus,2
535,213,Rowan University,184782,Spring,2017,"Haldolaarachchige, Neel",Introductory E&M,PHYS 222,calculus,2
41,213,Rowan University,184782,Fall,2015,"La Porta, Philip",Introductory E&M,PHYS 222,calculus,2
42,213,Rowan University,184782,Fall,2015,"La Porta, Philip",Introductory E&M,PHYS 222,calculus,2
43,213,Rowan University,184782,Fall,2015,"La Porta, Philip",Introductory E&M,PHYS 222,calculus,2
44,213,Rowan University,184782,Fall,2015,"La Porta, Philip",Introductory E&M,PHYS 222,calculus,2
45,213,Rowan University,184782,Fall,2015,"La Porta, Philip",Introductory E&M,PHYS 222,calculus,2
46,213,Rowan University,184782,Fall,2015,"La Porta, Philip",Introductory E&M,PHYS 222,calculus,2
736,213,Rowan University,184782,Fall,2017,"La Porta, Philip",Introductory E&M,PHYS 222,calculus,2
1167,213,Rowan University,184782,Fall,2018,"La Porta, Philip",Introductory E&M,PHYS 222,calculus,2
413,213,Rowan University,184782,Fall,2016,"La Porta, Philip",Introductory E&M,PHYS 222,calculus,2
53,213,Rowan University,184782,Fall,2015,"Lofland, Samuel",Introductory E&M,PHYS 222,calculus,2
54,213,Rowan University,184782,Fall,2015,"Lofland, Samuel",Introductory E&M,PHYS 222,calculus,2
428,213,Rowan University,184782,Fall,2016,"Lofland, Samuel",Introductory E&M,PHYS 222,calculus,2
36,213,Rowan University,184782,Fall,2015,"Nucci, Nathaniel",Introductory E&M,PHYS 222,calculus,2
37,213,Rowan University,184782,Fall,2015,"Nucci, Nathaniel",Introductory E&M,PHYS 222,calculus,2
739,213,Rowan University,184782,Fall,2017,"Nucci, Nathaniel",Introductory E&M,PHYS 222,calculus,2
1179,213,Rowan University,184782,Fall,2018,"Nucci, Nathaniel",Introductory E&M,PHYS 222,calculus,2
417,213,Rowan University,184782,Fall,2016,"Nucci, Nathaniel",Introductory E&M,PHYS 222,calculus,2
416,213,Rowan University,184782,Fall,2016,"Nucci, Nathaniel",Introductory E&M,PHYS 222,calculus,2
74,213,Rowan University,184782,Fall,2015,"Tronin, Andrey",Introductory E&M,PHYS 222,calculus,2
113,213,Rowan University,184782,Fall,2015,"Tronin, Andrey",Introductory E&M,PHYS 222,calculus,2
1181,213,Rowan University,184782,Fall,2018,"Votta, Gerald",Introductory E&M,PHYS 222,calculus,2
1182,213,Rowan University,184782,Fall,2018,"Votta, Gerald",Introductory E&M,PHYS 222,calculus,2
827,213,Rowan University,184782,Spring,2018,"Votta, Gerald",Introductory E&M,PHYS 222,calculus,2
256,213,Rowan University,184782,Spring,2016,"Votta, Gerald",Introductory E&M,PHYS 222,calculus,2
534,213,Rowan University,184782,Spring,2017,"Votta, Gerald",Introductory E&M,PHYS 222,calculus,2
314,213,Rowan University,184782,Summer,2016,"Votta, Gerald",Introductory E&M,PHYS 222,calculus,2
741,213,Rowan University,184782,Fall,2017,"Wheeler, Lawrence",Introductory E&M,PHYS 222,calculus,2
828,213,Rowan University,184782,Spring,2018,"Whiting, Nicholas",Introductory E&M,PHYS 222,calculus,2
34,213,Rowan University,184782,Fall,2015,"Zeits, Holly",Introductory E&M,PHYS 222,calculus,2
35,213,Rowan University,184782,Fall,2015,"Zeits, Holly",Introductory E&M,PHYS 222,calculus,2
1169,213,Rowan University,184782,Fall,2018,"Lofland, Samuel",Introductory Electricity and Magnetism,PHSY 222,calculus,2
728,213,Rowan University,184782,Fall,2017,"Berg, Dominik",Introductory Mechanics,PHYS 220,calculus,1
419,213,Rowan University,184782,Fall,2016,"Berg, Dominik",Introductory Mechanics,PHYS 220,calculus,1
57,213,Rowan University,184782,Fall,2015,"Brasoveanu, Theodore",Introductory Mechanics,PHYS 220,calculus,1
58,213,Rowan University,184782,Fall,2015,"Brasoveanu, Theodore",Introductory Mechanics,PHYS 220,calculus,1
59,213,Rowan University,184782,Fall,2015,"Brasoveanu, Theodore",Introductory Mechanics,PHYS 220,calculus,1
60,213,Rowan University,184782,Fall,2015,"Brasoveanu, Theodore",Introductory Mechanics,PHYS 220,calculus,1
1160,213,Rowan University,184782,Fall,2018,"Caguiat, Daniel",Introductory Mechanics,PHYS 220,calculus,1
824,213,Rowan University,184782,Spring,2018,"Caguiat, Daniel",Introductory Mechanics,PHYS 220,calculus,1
435,213,Rowan University,184782,Fall,2016,"Caguiat, Daniel",Introductory Mechanics,PHYS 220,calculus,1
733,213,Rowan University,184782,Fall,2017,"Dobbins, Tabbetha",Introductory Mechanics,PHYS 220,calculus,1
246,213,Rowan University,184782,Spring,2016,"Dobbins, Tabbetha",Introductory Mechanics,PHYS 220,calculus,1
519,213,Rowan University,184782,Spring,2017,"Dobbins, Tabbetha",Introductory Mechanics,PHYS 220,calculus,1
1356,213,Rowan University,184782,Spring,2019,"Dougherty, Lawrence",Introductory Mechanics,PHYS 220,calculus,1
1357,213,Rowan University,184782,Spring,2019,"Dougherty, Lawrence",Introductory Mechanics,PHYS 220,calculus,1
1358,213,Rowan University,184782,Spring,2019,"Dougherty, Lawrence",Introductory Mechanics,PHYS 220,calculus,1
1359,213,Rowan University,184782,Spring,2019,"Dougherty, Lawrence",Introductory Mechanics,PHYS 220,calculus,1
61,213,Rowan University,184782,Fall,2015,"Flores, Eduardo",Introductory Mechanics,PHYS 220,calculus,1
734,213,Rowan University,184782,Fall,2017,"Flores, Eduardo",Introductory Mechanics,PHYS 220,calculus,1
420,213,Rowan University,184782,Fall,2016,"Flores, Eduardo",Introductory Mechanics,PHYS 220,calculus,1
537,213,Rowan University,184782,Spring,2017,"Flores, Eduardo",Introductory Mechanics,PHYS 220,calculus,1
751,213,Rowan University,184782,Fall,2017,"Gatto, Joseph",Introductory Mechanics,PHYS 220,calculus,1
1168,213,Rowan University,184782,Fall,2018,"Guess, Carol",Introductory Mechanics,PHYS 220,calculus,1
820,213,Rowan University,184782,Spring,2018,"Haldolaarachchige, Neel",Introductory Mechanics,PHYS 220,calculus,1
67,213,Rowan University,184782,Fall,2015,"Hu, Xiao",Introductory Mechanics,PHYS 220,calculus,1
68,213,Rowan University,184782,Fall,2015,"Hu, Xiao",Introductory Mechanics,PHYS 220,calculus,1
69,213,Rowan University,184782,Fall,2015,"Hu, Xiao",Introductory Mechanics,PHYS 220,calculus,1
70,213,Rowan University,184782,Fall,2015,"Hu, Xiao",Introductory Mechanics,PHYS 220,calculus,1
826,213,Rowan University,184782,Spring,2018,"Hu, Xiao",Introductory Mechanics,PHYS 220,calculus,1
430,213,Rowan University,184782,Fall,2016,"Hu, Xiao",Introductory Mechanics,PHYS 220,calculus,1
248,213,Rowan University,184782,Spring,2016,"Hu, Xiao",Introductory Mechanics,PHYS 220,calculus,1
249,213,Rowan University,184782,Spring,2016,"Hu, Xiao",Introductory Mechanics,PHYS 220,calculus,1
536,213,Rowan University,184782,Spring,2017,"Hu, Xiao",Introductory Mechanics,PHYS 220,calculus,1
526,213,Rowan University,184782,Spring,2017,"Insler, Jonathan",Introductory Mechanics,PHYS 220,calculus,1
825,213,Rowan University,184782,Spring,2018,"La Porta, Philip",Introductory Mechanics,PHYS 220,calculus,1
240,213,Rowan University,184782,Spring,2016,"La Porta, Philip",Introductory Mechanics,PHYS 220,calculus,1
528,213,Rowan University,184782,Spring,2017,"La Porta, Philip",Introductory Mechanics,PHYS 220,calculus,1
1365,213,Rowan University,184782,Spring,2019,"La Porta, Philip",Introductory Mechanics,PHYS 220,calculus,1
1366,213,Rowan University,184782,Spring,2019,"La Porta, Philip",Introductory Mechanics,PHYS 220,calculus,1
1367,213,Rowan University,184782,Spring,2019,"La Porta, Philip",Introductory Mechanics,PHYS 220,calculus,1
1369,213,Rowan University,184782,Spring,2019,"La Porta, Philip",Introductory Mechanics,PHYS 220,calculus,1
1370,213,Rowan University,184782,Spring,2019,"La Porta, Philip",Introductory Mechanics,PHYS 220,calculus,1
1371,213,Rowan University,184782,Spring,2019,"La Porta, Philip",Introductory Mechanics,PHYS 220,calculus,1
1368,213,Rowan University,184782,Spring,2019,"La Porta, Philip",Introductory Mechanics,PHYS 220,calculus,1
1372,213,Rowan University,184782,Spring,2019,"La Porta, Philip",Introductory Mechanics,PHYS 220,calculus,1
1178,213,Rowan University,184782,Fall,2018,"Lim, Michael",Introductory Mechanics,PHYS 220,calculus,1
823,213,Rowan University,184782,Spring,2018,"Lofland, Samuel",Introductory Mechanics,PHYS 220,calculus,1
251,213,Rowan University,184782,Spring,2016,"Lofland, Samuel",Introductory Mechanics,PHYS 220,calculus,1
1364,213,Rowan University,184782,Spring,2019,"Lofland, Samuel",Introductory Mechanics,PHYS 220,calculus,1
150,213,Rowan University,184782,Fall,2015,"Smith, Trevor",Introductory Mechanics,PHYS 220,calculus,1
732,213,Rowan University,184782,Fall,2017,"Smith, Trevor",Introductory Mechanics,PHYS 220,calculus,1
414,213,Rowan University,184782,Fall,2016,"Smith, Trevor",Introductory Mechanics,PHYS 220,calculus,1
174,213,Rowan University,184782,Fall,2015,"Sultana, Nasra",Introductory Mechanics,PHYS 220,calculus,1
175,213,Rowan University,184782,Fall,2015,"Sultana, Nasra",Introductory Mechanics,PHYS 220,calculus,1
436,213,Rowan University,184782,Fall,2016,"Tronin, Andrey",Introductory Mechanics,PHYS 220,calculus,1
735,213,Rowan University,184782,Fall,2017,"Votta, Gerald",Introductory Mechanics,PHYS 220,calculus,1
434,213,Rowan University,184782,Fall,2016,"Votta, Gerald",Introductory Mechanics,PHYS 220,calculus,1
233,213,Rowan University,184782,Spring,2016,"Zeits, Holly",Introductory Mechanics,PHYS 220,calculus,1
1338,213,Rowan University,184782,Spring,2019,"Zeits, Holly",Introductory Mechanics,PHYS 220,calculus,1
1339,213,Rowan University,184782,Spring,2019,"Zeits, Holly",Introductory Mechanics,PHYS 220,calculus,1
746,213,Rowan University,184782,Fall,2017,"Smith, Trevor",LA-E&M,PHYS 363,other,la
475,213,Rowan University,184782,Fall,2016,"Smith, Trevor",LA-E&M,PHYS 363,other,la
298,213,Rowan University,184782,Spring,2016,"Smith, Trevor",LA-E&M,PHYS 363,other,la
745,213,Rowan University,184782,Fall,2017,"Smith, Trevor",LA-Mechanics,PHYS 361,other,la
474,213,Rowan University,184782,Fall,2016,"Smith, Trevor",LA-Mechanics,PHYS 361,other,la
297,213,Rowan University,184782,Spring,2016,"Smith, Trevor",LA-Mechanics,PHYS 361,other,la
